╔════════════════════════════════════════════════╗
║      Optimal Solver - Starting from Scratch    ║
╚════════════════════════════════════════════════╝

Map: starting_simple.txt
Initial Temperature: 100000.0
Cooling Rate: 0.999995
Max Iterations: 100000000
Budget: $200

Grid: 7x5
Found 17 valid command locations:
  [1,0] building (2 floors)
  [2,0] building (2 floors)
  [3,0] building (2 floors)
  [5,0] P (1 floor)
  [2,1] building (2 floors)
  [3,1] P (1 floor)
  [5,1] building (2 floors)
  [1,2] building (2 floors)
  [3,2] building (2 floors)
  [5,2] building (2 floors)
  [2,3] building (2 floors)
  [3,3] building (2 floors)
  [5,3] P (1 floor)
  [1,4] building (2 floors)
  [3,4] building (2 floors)
  [4,4] building (2 floors)
  [5,4] building (2 floors)

Starting from EMPTY grid: Score=7062
Beginning optimization...

Iter      | Temp     | Current    | Best       | Accept | Cost  | Commands
 12725000 |  45796.3 |       7062 |      52187 | 12512625 | $  0 |        0  (73s)
 12730000 |  44665.6 |       7062 |      52187 | 12517587 | $ 80 |        6  (73s)
 12735000 |  43562.8 |       7062 |      52187 | 12522546 | $ 10 |        1  (73s)
 12740000 |  42487.2 |       2875 |      52187 | 12527508 | $180 |       12  (73s)
 12745000 |  41438.2 |       8812 |      52187 | 12532461 | $160 |        9  (73s)
 12750000 |  40415.1 |       9000 |      52187 | 12537411 | $190 |       11  (73s)
 12755000 |  39417.2 |      11500 |      52187 | 12542366 | $180 |       10  (73s)
 12760000 |  38444.0 |       9312 |      52187 | 12547313 | $ 90 |        4  (73s)
 12765000 |  37494.8 |      10062 |      52187 | 12552280 | $ 70 |        3  (73s)
 12770000 |  36569.0 |       9062 |      52187 | 12557227 | $ 80 |        4  (73s)
 12775000 |  35666.2 |       7062 |      52187 | 12562174 | $  0 |        0  (73s)
 12780000 |  34785.6 |       7062 |      52187 | 12567126 | $ 10 |        1  (73s)
 12785000 |  33926.7 |       7062 |      52187 | 12572081 | $ 20 |        1  (74s)
 12790000 |  33089.0 |       5000 |      52187 | 12577033 | $ 30 |        3  (74s)
 12795000 |  32272.1 |       7062 |      52187 | 12581995 | $140 |        9  (74s)
 12800000 |  31475.3 |       7062 |      52187 | 12586942 | $ 20 |        1  (74s)
 12805000 |  30698.1 |       7406 |      52187 | 12591883 | $ 80 |        6  (74s)
 12810000 |  29940.2 |      11000 |      52187 | 12596816 | $ 80 |        6  (74s)
 12815000 |  29201.0 |       8500 |      52187 | 12601756 | $110 |        9  (74s)
 12820000 |  28480.0 |       6124 |      52187 | 12606695 | $130 |        8  (74s)
 12825000 |  27776.8 |       7062 |      52187 | 12611640 | $ 90 |        5  (74s)
 12830000 |  27091.0 |       7062 |      52187 | 12616579 | $ 10 |        1  (74s)
 12835000 |  26422.1 |      11000 |      52187 | 12621516 | $ 30 |        3  (74s)
 12840000 |  25769.8 |       7062 |      52187 | 12626450 | $  0 |        0  (74s)
 12845000 |  25133.5 |       7687 |      52187 | 12631369 | $150 |        9  (74s)
 12850000 |  24512.9 |       7062 |      52187 | 12636294 | $ 30 |        1  (74s)
 12855000 |  23907.7 |       5000 |      52187 | 12641221 | $ 20 |        2  (74s)
 12860000 |  23317.4 |       3812 |      52187 | 12646153 | $120 |        7  (74s)
 12865000 |  22741.7 |      11250 |      52187 | 12651071 | $ 80 |        4  (74s)
 12870000 |  22180.2 |       8062 |      52187 | 12655980 | $ 70 |        4  (74s)
 12875000 |  21632.6 |       7562 |      52187 | 12660915 | $ 60 |        4  (74s)
 12880000 |  21098.5 |       6875 |      52187 | 12665842 | $ 50 |        2  (74s)
 12885000 |  20577.6 |      10062 |      52187 | 12670771 | $170 |        9  (74s)
 12890000 |  20069.5 |       7812 |      52187 | 12675686 | $ 10 |        1  (74s)
 12895000 |  19574.0 |       9562 |      52187 | 12680600 | $140 |        7  (74s)
 12900000 |  19090.7 |       5000 |      52187 | 12685507 | $ 40 |        2  (74s)
 12905000 |  18619.3 |       7062 |      52187 | 12690413 | $  0 |        0  (74s)
 12910000 |  18159.6 |       5062 |      52187 | 12695339 | $ 30 |        3  (74s)
 12915000 |  17711.3 |       7062 |      52187 | 12700258 | $ 60 |        3  (74s)
 12920000 |  17274.0 |       9250 |      52187 | 12705163 | $130 |       10  (74s)
 12925000 |  16847.5 |       8250 |      52187 | 12710059 | $ 70 |        4  (74s)
 12930000 |  16431.5 |       9250 |      52187 | 12714941 | $ 60 |        3  (74s)
 12935000 |  16025.8 |       7875 |      52187 | 12719822 | $ 70 |        4  (74s)
 12940000 |  15630.1 |      10406 |      52187 | 12724730 | $110 |        7  (74s)
 12945000 |  15244.2 |       7562 |      52187 | 12729649 | $ 60 |        4  (74s)
 12950000 |  14867.8 |       9000 |      52187 | 12734544 | $ 20 |        2  (74s)
 12955000 |  14500.7 |       7062 |      52187 | 12739432 | $ 10 |        1  (75s)
 12960000 |  14142.7 |      12750 |      52187 | 12744323 | $130 |        7  (75s)
 12965000 |  13793.5 |       9000 |      52187 | 12749187 | $ 80 |        6  (75s)
 12970000 |  13453.0 |       8000 |      52187 | 12754076 | $ 40 |        3  (75s)
 12975000 |  13120.8 |       7562 |      52187 | 12758952 | $ 70 |        4  (75s)
 12980000 |  12796.9 |       6906 |      52187 | 12763821 | $ 60 |        4  (75s)
 12985000 |  12480.9 |       9062 |      52187 | 12768697 | $ 60 |        2  (75s)
 12990000 |  12172.7 |       9062 |      52187 | 12773553 | $120 |        6  (75s)
 12995000 |  11872.2 |       5250 |      52187 | 12778432 | $ 80 |        6  (75s)
 13000000 |  11579.1 |       9062 |      52187 | 12783290 | $ 90 |        5  (75s)
 13005000 |  11293.2 |       8062 |      52187 | 12788124 | $140 |        6  (75s)
 13010000 |  11014.4 |       7062 |      52187 | 12792959 | $ 90 |        4  (75s)
 13015000 |  10742.4 |       6500 |      52187 | 12797786 | $160 |       12  (75s)
 13020000 |  10477.2 |       3812 |      52187 | 12802628 | $130 |        9  (75s)
 13025000 |  10218.5 |       7250 |      52187 | 12807485 | $140 |        6  (75s)

🔥 RESTART #40 - Reheating! (stuck for 321887 iterations) Temp: 50000.0 (75s)

 13030000 |  49831.0 |       7312 |      52187 | 12812334 | $ 60 |        4  (75s)
 13035000 |  48600.7 |       7062 |      52187 | 12817301 | $ 30 |        2  (75s)
 13040000 |  47400.7 |       9062 |      52187 | 12822259 | $120 |        7  (75s)
 13045000 |  46230.4 |       9062 |      52187 | 12827220 | $ 40 |        2  (75s)
 13050000 |  45089.0 |       3406 |      52187 | 12832180 | $100 |        6  (75s)
 13055000 |  43975.7 |       7062 |      52187 | 12837139 | $  0 |        0  (75s)
 13060000 |  42890.0 |       7062 |      52187 | 12842099 | $ 10 |        1  (75s)
 13065000 |  41831.0 |       7312 |      52187 | 12847060 | $ 50 |        2  (75s)
 13070000 |  40798.2 |       7562 |      52187 | 12852022 | $100 |        5  (75s)
 13075000 |  39790.9 |       7062 |      52187 | 12856984 | $ 30 |        3  (75s)
 13080000 |  38808.4 |       7062 |      52187 | 12861944 | $ 30 |        1  (75s)
 13085000 |  37850.2 |       7062 |      52187 | 12866895 | $ 30 |        2  (75s)
 13090000 |  36915.7 |       7062 |      52187 | 12871847 | $ 10 |        1  (75s)
 13095000 |  36004.3 |       7062 |      52187 | 12876806 | $  0 |        0  (75s)
 13100000 |  35115.3 |       9937 |      52187 | 12881773 | $ 70 |        5  (75s)
 13105000 |  34248.3 |       7625 |      52187 | 12886719 | $ 10 |        1  (75s)
 13110000 |  33402.7 |       6875 |      52187 | 12891667 | $ 50 |        2  (75s)
 13115000 |  32578.0 |       8062 |      52187 | 12896617 | $ 30 |        1  (75s)
 13120000 |  31773.6 |       4062 |      52187 | 12901564 | $ 30 |        2  (75s)
 13125000 |  30989.1 |      10562 |      52187 | 12906514 | $ 70 |        3  (75s)
 13130000 |  30224.0 |       7437 |      52187 | 12911460 | $ 60 |        4  (76s)
 13135000 |  29477.8 |       7750 |      52187 | 12916393 | $ 80 |        6  (76s)
 13140000 |  28750.0 |       6875 |      52187 | 12921343 | $100 |        4  (76s)
 13145000 |  28040.1 |       7062 |      52187 | 12926279 | $ 20 |        1  (76s)
 13150000 |  27347.8 |       7500 |      52187 | 12931218 | $ 70 |        6  (76s)
 13155000 |  26672.6 |       7062 |      52187 | 12936154 | $ 10 |        1  (76s)
 13160000 |  26014.0 |      10250 |      52187 | 12941090 | $130 |        8  (76s)
 13165000 |  25371.7 |       4562 |      52187 | 12946029 | $ 10 |        1  (76s)
 13170000 |  24745.3 |       7375 |      52187 | 12950964 | $140 |        8  (76s)
 13175000 |  24134.4 |       4750 |      52187 | 12955888 | $140 |        9  (76s)
 13180000 |  23538.5 |       6281 |      52187 | 12960812 | $110 |        7  (76s)
 13185000 |  22957.3 |       7062 |      52187 | 12965722 | $ 10 |        1  (76s)
 13190000 |  22390.5 |      11750 |      52187 | 12970628 | $100 |        5  (76s)
 13195000 |  21837.7 |       3812 |      52187 | 12975551 | $150 |        9  (76s)
 13200000 |  21298.5 |       6312 |      52187 | 12980468 | $ 30 |        2  (76s)
 13205000 |  20772.6 |       9250 |      52187 | 12985385 | $180 |       10  (76s)
 13210000 |  20259.7 |       8062 |      52187 | 12990305 | $ 30 |        1  (76s)
 13215000 |  19759.5 |       5000 |      52187 | 12995234 | $ 70 |        4  (76s)
 13220000 |  19271.7 |       7062 |      52187 | 13000150 | $  0 |        0  (76s)
 13225000 |  18795.8 |      10000 |      52187 | 13005039 | $ 40 |        3  (76s)
 13230000 |  18331.8 |       7562 |      52187 | 13009935 | $ 10 |        1  (76s)
 13235000 |  17879.2 |       9250 |      52187 | 13014840 | $100 |        6  (76s)
 13240000 |  17437.7 |       7906 |      52187 | 13019743 | $ 80 |        4  (76s)
 13245000 |  17007.2 |       5062 |      52187 | 13024657 | $160 |        8  (76s)
 13250000 |  16587.3 |       7062 |      52187 | 13029564 | $ 10 |        1  (76s)
 13255000 |  16177.7 |       7062 |      52187 | 13034477 | $ 40 |        2  (76s)
 13260000 |  15778.3 |       7625 |      52187 | 13039369 | $ 80 |        4  (76s)
 13265000 |  15388.7 |       4468 |      52187 | 13044268 | $ 10 |        1  (76s)
 13270000 |  15008.8 |       8062 |      52187 | 13049154 | $ 80 |        4  (76s)
 13275000 |  14638.2 |       8875 |      52187 | 13054048 | $100 |        6  (76s)
 13280000 |  14276.8 |       6937 |      52187 | 13058923 | $190 |        9  (76s)
 13285000 |  13924.3 |       9812 |      52187 | 13063799 | $ 80 |        4  (76s)
 13290000 |  13580.5 |       8812 |      52187 | 13068677 | $170 |       10  (76s)
 13295000 |  13245.2 |       7062 |      52187 | 13073564 | $ 30 |        1  (76s)
 13300000 |  12918.2 |       7062 |      52187 | 13078442 | $ 20 |        2  (77s)
 13305000 |  12599.2 |       8062 |      52187 | 13083303 | $100 |        4  (77s)
 13310000 |  12288.1 |       5500 |      52187 | 13088148 | $ 80 |        6  (77s)
 13315000 |  11984.7 |      18812 |      52187 | 13092995 | $140 |        7  (77s)
 13320000 |  11688.8 |      11000 |      52187 | 13097836 | $ 80 |        5  (77s)
 13325000 |  11400.2 |       7062 |      52187 | 13102685 | $ 30 |        1  (77s)
 13330000 |  11118.8 |       6531 |      52187 | 13107538 | $ 40 |        4  (77s)
 13335000 |  10844.2 |       5312 |      52187 | 13112370 | $ 70 |        5  (77s)
 13340000 |  10576.5 |       7062 |      52187 | 13117247 | $ 10 |        1  (77s)
 13345000 |  10315.4 |       8000 |      52187 | 13122086 | $110 |        7  (77s)
 13350000 |  10060.7 |       8000 |      52187 | 13126882 | $ 10 |        1  (77s)

🔥 RESTART #41 - Reheating! (stuck for 321887 iterations) Temp: 50000.0 (77s)

 13355000 |  49061.4 |       7562 |      52187 | 13131814 | $ 20 |        1  (77s)
 13360000 |  47850.1 |       4468 |      52187 | 13136781 | $140 |        9  (77s)
 13365000 |  46668.7 |       8062 |      52187 | 13141740 | $ 30 |        1  (77s)
 13370000 |  45516.4 |       7062 |      52187 | 13146706 | $ 20 |        1  (77s)
 13375000 |  44392.6 |       7062 |      52187 | 13151667 | $  0 |        0  (77s)
 13380000 |  43296.5 |       7062 |      52187 | 13156614 | $ 30 |        1  (77s)
 13385000 |  42227.5 |       7812 |      52187 | 13161584 | $ 60 |        3  (77s)
 13390000 |  41184.9 |       5000 |      52187 | 13166543 | $ 10 |        1  (77s)
 13395000 |  40168.1 |      10750 |      52187 | 13171502 | $ 50 |        3  (77s)
 13400000 |  39176.3 |       5062 |      52187 | 13176468 | $ 80 |        5  (77s)
 13405000 |  38209.0 |       7062 |      52187 | 13181426 | $ 20 |        1  (77s)
 13410000 |  37265.7 |       4937 |      52187 | 13186365 | $ 40 |        4  (77s)
 13415000 |  36345.6 |      11062 |      52187 | 13191328 | $150 |        7  (77s)
 13420000 |  35448.2 |       7062 |      52187 | 13196289 | $ 10 |        1  (77s)
 13425000 |  34573.0 |       5562 |      52187 | 13201247 | $140 |        7  (77s)
 13430000 |  33719.4 |       8062 |      52187 | 13206183 | $ 30 |        1  (77s)
 13435000 |  32886.8 |       8000 |      52187 | 13211134 | $ 20 |        2  (77s)
 13440000 |  32074.8 |       7062 |      52187 | 13216079 | $  0 |        0  (77s)
 13445000 |  31282.9 |       7062 |      52187 | 13221027 | $  0 |        0  (77s)
 13450000 |  30510.5 |       7062 |      52187 | 13225972 | $  0 |        0  (77s)
 13455000 |  29757.2 |       7750 |      52187 | 13230925 | $100 |        7  (77s)
 13460000 |  29022.5 |      10562 |      52187 | 13235865 | $150 |        7  (77s)
 13465000 |  28305.9 |       5000 |      52187 | 13240795 | $ 50 |        4  (77s)
 13470000 |  27607.1 |       8062 |      52187 | 13245731 | $ 30 |        1  (77s)
 13475000 |  26925.4 |       8906 |      52187 | 13250667 | $200 |       11  (78s)
 13480000 |  26260.6 |       7062 |      52187 | 13255593 | $ 70 |        5  (78s)
 13485000 |  25612.3 |      10812 |      52187 | 13260515 | $120 |        5  (78s)
 13490000 |  24979.9 |       6750 |      52187 | 13265450 | $ 10 |        1  (78s)
 13495000 |  24363.1 |      10062 |      52187 | 13270376 | $ 90 |        3  (78s)
 13500000 |  23761.6 |       6531 |      52187 | 13275297 | $ 40 |        4  (78s)
 13505000 |  23174.9 |       8062 |      52187 | 13280227 | $ 60 |        3  (78s)
 13510000 |  22602.7 |       7062 |      52187 | 13285158 | $  0 |        0  (78s)
 13515000 |  22044.7 |       7062 |      52187 | 13290097 | $110 |        5  (78s)
 13520000 |  21500.4 |       8312 |      52187 | 13295017 | $ 70 |        4  (78s)
 13525000 |  20969.5 |       7062 |      52187 | 13299937 | $  0 |        0  (78s)
 13530000 |  20451.8 |       7062 |      52187 | 13304861 | $ 30 |        1  (78s)
 13535000 |  19946.8 |       8062 |      52187 | 13309775 | $ 70 |        4  (78s)
 13540000 |  19454.3 |       7875 |      52187 | 13314694 | $ 50 |        2  (78s)
 13545000 |  18974.0 |       7062 |      52187 | 13319614 | $ 30 |        1  (78s)
 13550000 |  18505.5 |       6562 |      52187 | 13324531 | $ 20 |        2  (78s)
 13555000 |  18048.6 |       8156 |      52187 | 13329430 | $120 |        7  (78s)
 13560000 |  17603.0 |       7062 |      52187 | 13334339 | $  0 |        0  (78s)
 13565000 |  17168.4 |       7062 |      52187 | 13339248 | $ 60 |        2  (78s)
 13570000 |  16744.5 |       8062 |      52187 | 13344148 | $ 90 |        4  (78s)
 13575000 |  16331.1 |       9875 |      52187 | 13349036 | $140 |        7  (78s)
 13580000 |  15927.9 |       7062 |      52187 | 13353928 | $ 80 |        4  (78s)
 13585000 |  15534.6 |       7062 |      52187 | 13358802 | $  0 |        0  (78s)
 13590000 |  15151.1 |       7062 |      52187 | 13363692 | $ 20 |        2  (78s)
 13595000 |  14777.0 |      12062 |      52187 | 13368582 | $130 |        7  (78s)
 13600000 |  14412.1 |       9125 |      52187 | 13373460 | $ 70 |        4  (78s)
 13605000 |  14056.3 |       7062 |      52187 | 13378342 | $  0 |        0  (78s)
 13610000 |  13709.2 |       9062 |      52187 | 13383210 | $ 70 |        3  (78s)
 13615000 |  13370.8 |       8000 |      52187 | 13388083 | $ 70 |        5  (78s)
 13620000 |  13040.6 |       5312 |      52187 | 13392965 | $140 |        7  (78s)
 13625000 |  12718.7 |       9062 |      52187 | 13397833 | $ 70 |        5  (78s)
 13630000 |  12404.6 |       7062 |      52187 | 13402699 | $  0 |        0  (78s)
 13635000 |  12098.4 |      11000 |      52187 | 13407557 | $ 40 |        2  (78s)
 13640000 |  11799.6 |      11500 |      52187 | 13412412 | $100 |        4  (78s)
 13645000 |  11508.3 |       7062 |      52187 | 13417284 | $ 30 |        1  (78s)
 13650000 |  11224.2 |       7062 |      52187 | 13422121 | $ 30 |        1  (79s)
 13655000 |  10947.0 |       7687 |      52187 | 13426975 | $ 30 |        3  (79s)
 13660000 |  10676.8 |       1999 |      52187 | 13431786 | $160 |        8  (79s)
 13665000 |  10413.1 |       7062 |      52187 | 13436645 | $  0 |        0  (79s)
 13670000 |  10156.0 |       8562 |      52187 | 13441458 | $ 70 |        3  (79s)

🔥 RESTART #42 - Reheating! (stuck for 321887 iterations) Temp: 50000.0 (79s)

 13675000 |  49526.5 |       9562 |      52187 | 13446348 | $120 |        6  (79s)
 13680000 |  48303.7 |       5625 |      52187 | 13451329 | $ 30 |        3  (79s)
 13685000 |  47111.1 |       9750 |      52187 | 13456297 | $ 70 |        4  (79s)
 13690000 |  45947.9 |      10750 |      52187 | 13461263 | $ 70 |        4  (79s)
 13695000 |  44813.4 |       7062 |      52187 | 13466213 | $  0 |        0  (79s)
 13700000 |  43707.0 |       6750 |      52187 | 13471180 | $ 40 |        2  (79s)
 13705000 |  42627.8 |       7062 |      52187 | 13476151 | $ 20 |        2  (79s)
 13710000 |  41575.4 |       6625 |      52187 | 13481103 | $ 90 |        6  (79s)
 13715000 |  40548.9 |       5562 |      52187 | 13486062 | $130 |        9  (79s)
 13720000 |  39547.7 |       5312 |      52187 | 13491029 | $ 10 |        1  (79s)
 13725000 |  38571.3 |       6312 |      52187 | 13495990 | $110 |        6  (79s)
 13730000 |  37618.9 |       9062 |      52187 | 13500943 | $ 30 |        1  (79s)
 13735000 |  36690.1 |       7750 |      52187 | 13505895 | $120 |        6  (79s)
 13740000 |  35784.2 |       7062 |      52187 | 13510853 | $ 20 |        1  (79s)
 13745000 |  34900.7 |       9062 |      52187 | 13515817 | $ 40 |        2  (79s)
 13750000 |  34039.0 |      11500 |      52187 | 13520781 | $130 |        8  (79s)
 13755000 |  33198.6 |       7062 |      52187 | 13525729 | $ 30 |        1  (79s)
 13760000 |  32378.9 |       8250 |      52187 | 13530672 | $ 90 |        4  (79s)
 13765000 |  31579.5 |       8062 |      52187 | 13535612 | $ 50 |        2  (79s)
 13770000 |  30799.8 |       8750 |      52187 | 13540564 | $ 10 |        1  (79s)
 13775000 |  30039.3 |       7062 |      52187 | 13545492 | $  0 |        0  (79s)
 13780000 |  29297.6 |      10000 |      52187 | 13550442 | $100 |        6  (79s)
 13785000 |  28574.3 |       9062 |      52187 | 13555371 | $110 |        6  (79s)
 13790000 |  27868.8 |       7062 |      52187 | 13560323 | $  0 |        0  (79s)
 13795000 |  27180.7 |       8812 |      52187 | 13565261 | $100 |        5  (79s)
 13800000 |  26509.6 |       8531 |      52187 | 13570209 | $150 |        8  (79s)
 13805000 |  25855.1 |       7062 |      52187 | 13575143 | $ 40 |        2  (79s)
 13810000 |  25216.7 |      10562 |      52187 | 13580080 | $ 70 |        4  (79s)
 13815000 |  24594.1 |       7062 |      52187 | 13585020 | $ 20 |        1  (79s)
 13820000 |  23986.9 |       7812 |      52187 | 13589953 | $160 |        9  (79s)
 13825000 |  23394.6 |       7062 |      52187 | 13594870 | $  0 |        0  (80s)
 13830000 |  22817.0 |       8500 |      52187 | 13599795 | $100 |        8  (80s)
 13835000 |  22253.6 |       9062 |      52187 | 13604734 | $110 |        8  (80s)
 13840000 |  21704.2 |       5250 |      52187 | 13609643 | $ 50 |        5  (80s)
 13845000 |  21168.3 |       7062 |      52187 | 13614563 | $ 10 |        1  (80s)
 13850000 |  20645.7 |       7062 |      52187 | 13619470 | $ 20 |        1  (80s)
 13855000 |  20135.9 |       9062 |      52187 | 13624392 | $190 |        9  (80s)
 13860000 |  19638.8 |       9750 |      52187 | 13629292 | $ 30 |        2  (80s)
 13865000 |  19153.9 |       8062 |      52187 | 13634208 | $ 60 |        2  (80s)
 13870000 |  18681.0 |       7062 |      52187 | 13639117 | $ 30 |        1  (80s)
 13875000 |  18219.7 |       7062 |      52187 | 13644022 | $ 20 |        2  (80s)
 13880000 |  17769.9 |       9000 |      52187 | 13648899 | $140 |        9  (80s)
 13885000 |  17331.1 |       7062 |      52187 | 13653793 | $ 80 |        3  (80s)
 13890000 |  16903.2 |       9000 |      52187 | 13658688 | $ 10 |        1  (80s)
 13895000 |  16485.9 |       7062 |      52187 | 13663600 | $  0 |        0  (80s)
 13900000 |  16078.9 |       7062 |      52187 | 13668494 | $ 60 |        4  (80s)
 13905000 |  15681.9 |       7062 |      52187 | 13673372 | $ 20 |        2  (80s)
 13910000 |  15294.7 |       5000 |      52187 | 13678254 | $ 10 |        1  (80s)
 13915000 |  14917.1 |       7531 |      52187 | 13683167 | $100 |        5  (80s)
 13920000 |  14548.7 |       7062 |      52187 | 13688079 | $ 90 |        6  (80s)
 13925000 |  14189.5 |      10750 |      52187 | 13692950 | $ 40 |        2  (80s)
 13930000 |  13839.2 |       7062 |      52187 | 13697828 | $ 10 |        1  (80s)
 13935000 |  13497.5 |      11500 |      52187 | 13702709 | $ 80 |        5  (80s)
 13940000 |  13164.2 |      11562 |      52187 | 13707596 | $100 |        6  (80s)
 13945000 |  12839.2 |       8750 |      52187 | 13712459 | $150 |       11  (80s)
 13950000 |  12522.2 |       7062 |      52187 | 13717318 | $  0 |        0  (80s)
 13955000 |  12213.0 |       7562 |      52187 | 13722187 | $ 40 |        2  (80s)
 13960000 |  11911.5 |       6312 |      52187 | 13727035 | $ 50 |        3  (80s)
 13965000 |  11617.4 |       7062 |      52187 | 13731872 | $ 30 |        1  (80s)
 13970000 |  11330.6 |       8062 |      52187 | 13736747 | $ 30 |        1  (80s)
 13975000 |  11050.8 |       7062 |      52187 | 13741611 | $ 10 |        1  (80s)
 13980000 |  10778.0 |      10312 |      52187 | 13746447 | $110 |        6  (80s)
 13985000 |  10511.9 |       9562 |      52187 | 13751299 | $ 40 |        2  (80s)
 13990000 |  10252.3 |       4468 |      52187 | 13756148 | $ 40 |        3  (80s)

🔥 RESTART #43 - Reheating! (stuck for 321887 iterations) Temp: 50000.0 (80s)

 13995000 |  49996.0 |       6406 |      52187 | 13760984 | $ 50 |        3  (80s)
 14000000 |  48761.6 |       7062 |      52187 | 13765958 | $ 20 |        1  (81s)
 14005000 |  47557.7 |       8062 |      52187 | 13770918 | $ 70 |        3  (81s)
 14010000 |  46383.5 |       8062 |      52187 | 13775882 | $ 60 |        4  (81s)
 14015000 |  45238.2 |       7312 |      52187 | 13780834 | $ 30 |        3  (81s)
 14020000 |  44121.3 |       6250 |      52187 | 13785798 | $ 30 |        3  (81s)
 14025000 |  43031.9 |       3750 |      52187 | 13790752 | $ 90 |        6  (81s)
 14030000 |  41969.5 |      10500 |      52187 | 13795710 | $150 |        9  (81s)
 14035000 |  40933.2 |       7062 |      52187 | 13800673 | $ 20 |        2  (81s)
 14040000 |  39922.6 |       8500 |      52187 | 13805630 | $190 |       11  (81s)
 14045000 |  38936.9 |      11000 |      52187 | 13810579 | $130 |        8  (81s)
 14050000 |  37975.5 |       7062 |      52187 | 13815526 | $ 70 |        3  (81s)
 14055000 |  37037.9 |       4812 |      52187 | 13820484 | $ 80 |        4  (81s)
 14060000 |  36123.4 |       5593 |      52187 | 13825425 | $120 |        9  (81s)
 14065000 |  35231.6 |       7062 |      52187 | 13830389 | $ 20 |        2  (81s)
 14070000 |  34361.7 |       5750 |      52187 | 13835341 | $ 70 |        6  (81s)
 14075000 |  33513.3 |       6500 |      52187 | 13840298 | $ 30 |        3  (81s)
 14080000 |  32685.8 |       7375 |      52187 | 13845255 | $ 60 |        3  (81s)
 14085000 |  31878.8 |       8062 |      52187 | 13850194 | $ 40 |        2  (81s)
 14090000 |  31091.7 |       8312 |      52187 | 13855142 | $130 |        6  (81s)
 14095000 |  30324.1 |       7062 |      52187 | 13860083 | $ 30 |        3  (81s)
 14100000 |  29575.4 |       7468 |      52187 | 13865031 | $ 30 |        3  (81s)
 14105000 |  28845.1 |       8062 |      52187 | 13869968 | $ 30 |        1  (81s)
 14110000 |  28133.0 |       7062 |      52187 | 13874916 | $  0 |        0  (81s)
 14115000 |  27438.3 |       7062 |      52187 | 13879859 | $  0 |        0  (81s)
 14120000 |  26760.9 |       7062 |      52187 | 13884793 | $ 80 |        4  (81s)
 14125000 |  26100.2 |      10625 |      52187 | 13889744 | $140 |        8  (81s)
 14130000 |  25455.7 |       7062 |      52187 | 13894683 | $ 30 |        1  (81s)
 14135000 |  24827.2 |       5062 |      52187 | 13899628 | $110 |        8  (81s)
 14140000 |  24214.2 |      12562 |      52187 | 13904577 | $110 |        5  (81s)
 14145000 |  23616.4 |      10062 |      52187 | 13909505 | $160 |        7  (81s)
 14150000 |  23033.3 |       7562 |      52187 | 13914417 | $120 |        7  (81s)
 14155000 |  22464.6 |       7562 |      52187 | 13919351 | $ 40 |        2  (81s)
 14160000 |  21910.0 |       8062 |      52187 | 13924261 | $ 80 |        4  (81s)
 14165000 |  21369.0 |       7312 |      52187 | 13929177 | $200 |       11  (82s)
 14170000 |  20841.4 |       8250 |      52187 | 13934102 | $ 50 |        3  (82s)
 14175000 |  20326.8 |      11062 |      52187 | 13939005 | $ 70 |        5  (82s)
 14180000 |  19824.9 |       7062 |      52187 | 13943914 | $  0 |        0  (82s)
 14185000 |  19335.5 |       7062 |      52187 | 13948838 | $ 80 |        3  (82s)
 14190000 |  18858.1 |       6562 |      52187 | 13953752 | $ 20 |        2  (82s)
 14195000 |  18392.5 |       6062 |      52187 | 13958657 | $190 |       13  (82s)
 14200000 |  17938.3 |       9625 |      52187 | 13963564 | $130 |        9  (82s)
 14205000 |  17495.4 |       2500 |      52187 | 13968476 | $110 |        7  (82s)
 14210000 |  17063.5 |       8500 |      52187 | 13973384 | $ 80 |        6  (82s)
 14215000 |  16642.2 |       8062 |      52187 | 13978284 | $ 80 |        3  (82s)
 14220000 |  16231.3 |       8062 |      52187 | 13983175 | $ 30 |        1  (82s)
 14225000 |  15830.5 |       6250 |      52187 | 13988053 | $120 |        9  (82s)
 14230000 |  15439.7 |       7875 |      52187 | 13992965 | $130 |        7  (82s)
 14235000 |  15058.5 |       9750 |      52187 | 13997856 | $110 |        6  (82s)
 14240000 |  14686.7 |       7062 |      52187 | 14002738 | $  0 |        0  (82s)
 14245000 |  14324.0 |      11062 |      52187 | 14007619 | $170 |        8  (82s)
 14250000 |  13970.4 |       7062 |      52187 | 14012502 | $ 30 |        1  (82s)
 14255000 |  13625.5 |       8500 |      52187 | 14017391 | $ 80 |        5  (82s)
 14260000 |  13289.0 |       5312 |      52187 | 14022272 | $ 90 |        5  (82s)
 14265000 |  12960.9 |       7062 |      52187 | 14027109 | $ 10 |        1  (82s)
 14270000 |  12640.9 |       8312 |      52187 | 14031968 | $ 90 |        4  (82s)
 14275000 |  12328.8 |       4250 |      52187 | 14036835 | $ 50 |        3  (82s)
 14280000 |  12024.4 |       5062 |      52187 | 14041694 | $ 60 |        6  (82s)
 14285000 |  11727.5 |       7531 |      52187 | 14046543 | $ 80 |        6  (82s)
 14290000 |  11438.0 |      11562 |      52187 | 14051392 | $150 |        7  (82s)
 14295000 |  11155.6 |       8062 |      52187 | 14056229 | $ 50 |        3  (82s)
 14300000 |  10880.1 |       8062 |      52187 | 14061073 | $140 |        8  (82s)
