╔════════════════════════════════════════════════╗
║      Optimal Solver - Starting from Scratch    ║
╚════════════════════════════════════════════════╝

Map: starting_simple.txt
Initial Temperature: 100000.0
Cooling Rate: 0.999995
Max Iterations: 100000000
Budget: $200

Grid: 7x5
Found 17 valid command locations:
  [1,0] building (2 floors)
  [2,0] building (2 floors)
  [3,0] building (2 floors)
  [5,0] P (1 floor)
  [2,1] building (2 floors)
  [3,1] P (1 floor)
  [5,1] building (2 floors)
  [1,2] building (2 floors)
  [3,2] building (2 floors)
  [5,2] building (2 floors)
  [2,3] building (2 floors)
  [3,3] building (2 floors)
  [5,3] P (1 floor)
  [1,4] building (2 floors)
  [3,4] building (2 floors)
  [4,4] building (2 floors)
  [5,4] building (2 floors)

Starting from EMPTY grid: Score=7062
Beginning optimization...

Iter      | Temp     | Current    | Best       | Accept | Cost  | Commands
  5795000 |  21469.4 |      10250 |      52187 | 5699914 | $ 80 |        5  (33s)
  5800000 |  20939.4 |       7062 |      52187 | 5704816 | $ 30 |        1  (33s)
  5805000 |  20422.4 |       8312 |      52187 | 5709740 | $ 90 |        5  (33s)
  5810000 |  19918.1 |      13000 |      52187 | 5714664 | $190 |       10  (33s)
  5815000 |  19426.4 |       9750 |      52187 | 5719566 | $120 |        7  (33s)
  5820000 |  18946.7 |       9062 |      52187 | 5724483 | $120 |        6  (33s)
  5825000 |  18478.9 |       6531 |      52187 | 5729389 | $ 60 |        5  (33s)
  5830000 |  18022.7 |      10062 |      52187 | 5734302 | $ 60 |        2  (33s)
  5835000 |  17577.7 |       7062 |      52187 | 5739195 | $  0 |        0  (33s)
  5840000 |  17143.7 |       4937 |      52187 | 5744094 | $ 60 |        4  (33s)
  5845000 |  16720.4 |       7062 |      52187 | 5748997 | $ 10 |        1  (33s)
  5850000 |  16307.6 |       3750 |      52187 | 5753886 | $ 90 |        5  (33s)
  5855000 |  15904.9 |      13500 |      52187 | 5758772 | $120 |        5  (33s)
  5860000 |  15512.3 |       7062 |      52187 | 5763663 | $ 60 |        3  (33s)
  5865000 |  15129.3 |       5000 |      52187 | 5768541 | $ 80 |        5  (33s)
  5870000 |  14755.7 |       9250 |      52187 | 5773441 | $ 70 |        5  (33s)
  5875000 |  14391.4 |       9375 |      52187 | 5778341 | $130 |        9  (34s)
  5880000 |  14036.1 |      11000 |      52187 | 5783216 | $140 |        6  (34s)
  5885000 |  13689.5 |       9062 |      52187 | 5788082 | $ 70 |        4  (34s)
  5890000 |  13351.5 |       7062 |      52187 | 5792946 | $ 10 |        1  (34s)
  5895000 |  13021.9 |       6562 |      52187 | 5797820 | $ 60 |        5  (34s)
  5900000 |  12700.4 |      10750 |      52187 | 5802701 | $120 |        6  (34s)
  5905000 |  12386.8 |       9062 |      52187 | 5807550 | $140 |        7  (34s)
  5910000 |  12080.9 |      10750 |      52187 | 5812384 | $200 |       12  (34s)
  5915000 |  11782.7 |       7062 |      52187 | 5817220 | $ 20 |        1  (34s)
  5920000 |  11491.7 |       7062 |      52187 | 5822074 | $ 20 |        1  (34s)
  5925000 |  11208.0 |       7937 |      52187 | 5826958 | $ 60 |        3  (34s)
  5930000 |  10931.3 |       7062 |      52187 | 5831788 | $ 10 |        1  (34s)
  5935000 |  10661.4 |      15500 |      52187 | 5836604 | $140 |        8  (34s)
  5940000 |  10398.2 |       6000 |      52187 | 5841420 | $120 |        6  (34s)
  5945000 |  10141.4 |      13062 |      52187 | 5846240 | $110 |        5  (34s)

🔥 RESTART #18 - Reheating! (stuck for 321887 iterations) Temp: 50000.0 (34s)

  5950000 |  49455.2 |       6750 |      52187 | 5851099 | $ 30 |        3  (34s)
  5955000 |  48234.2 |       6937 |      52187 | 5856071 | $140 |        6  (34s)
  5960000 |  47043.3 |      11750 |      52187 | 5861040 | $150 |       10  (34s)
  5965000 |  45881.8 |       9562 |      52187 | 5866001 | $160 |        7  (34s)
  5970000 |  44748.9 |       7062 |      52187 | 5870971 | $ 60 |        2  (34s)
  5975000 |  43644.1 |       7062 |      52187 | 5875924 | $ 20 |        1  (34s)
  5980000 |  42566.5 |       3687 |      52187 | 5880878 | $ 40 |        4  (34s)
  5985000 |  41515.5 |       7062 |      52187 | 5885848 | $ 10 |        1  (34s)
  5990000 |  40490.5 |       4750 |      52187 | 5890805 | $ 40 |        2  (34s)
  5995000 |  39490.8 |       7062 |      52187 | 5895763 | $ 20 |        2  (34s)
  6000000 |  38515.8 |       7062 |      52187 | 5900719 | $  0 |        0  (34s)
  6005000 |  37564.8 |       7062 |      52187 | 5905678 | $ 40 |        3  (34s)
  6010000 |  36637.3 |       7062 |      52187 | 5910632 | $  0 |        0  (34s)
  6015000 |  35732.7 |       9500 |      52187 | 5915582 | $160 |       10  (34s)
  6020000 |  34850.5 |       5812 |      52187 | 5920526 | $ 90 |        5  (34s)
  6025000 |  33990.0 |       9562 |      52187 | 5925480 | $ 70 |        4  (34s)
  6030000 |  33150.8 |      10062 |      52187 | 5930424 | $ 60 |        3  (34s)
  6035000 |  32332.3 |       9562 |      52187 | 5935377 | $ 50 |        4  (34s)
  6040000 |  31534.0 |       6312 |      52187 | 5940326 | $ 70 |        5  (34s)
  6045000 |  30755.4 |      10000 |      52187 | 5945273 | $110 |        7  (34s)
  6050000 |  29996.1 |       8000 |      52187 | 5950233 | $ 30 |        2  (35s)
  6055000 |  29255.5 |       8250 |      52187 | 5955177 | $140 |        6  (35s)
  6060000 |  28533.2 |       3312 |      52187 | 5960123 | $110 |        5  (35s)
  6065000 |  27828.7 |       6062 |      52187 | 5965055 | $160 |        7  (35s)
  6070000 |  27141.6 |       9000 |      52187 | 5969991 | $ 50 |        3  (35s)
  6075000 |  26471.4 |       5750 |      52187 | 5974926 | $ 80 |        4  (35s)
  6080000 |  25817.9 |       8062 |      52187 | 5979867 | $ 40 |        2  (35s)
  6085000 |  25180.4 |       7562 |      52187 | 5984794 | $ 70 |        3  (35s)
  6090000 |  24558.7 |       6750 |      52187 | 5989724 | $ 80 |        5  (35s)
  6095000 |  23952.3 |       7062 |      52187 | 5994648 | $ 40 |        2  (35s)
  6100000 |  23361.0 |       7062 |      52187 | 5999573 | $ 10 |        1  (35s)
  6105000 |  22784.2 |       7812 |      52187 | 6004501 | $ 10 |        1  (35s)
  6110000 |  22221.6 |       4250 |      52187 | 6009430 | $ 90 |        9  (35s)
  6115000 |  21673.0 |       9062 |      52187 | 6014353 | $150 |        9  (35s)
  6120000 |  21137.9 |       7062 |      52187 | 6019293 | $ 40 |        2  (35s)
  6125000 |  20616.0 |       3000 |      52187 | 6024211 | $ 50 |        3  (35s)
  6130000 |  20107.0 |       7062 |      52187 | 6029138 | $ 10 |        1  (35s)
  6135000 |  19610.5 |       8500 |      52187 | 6034060 | $ 20 |        2  (35s)
  6140000 |  19126.3 |       7062 |      52187 | 6038970 | $ 20 |        1  (35s)
  6145000 |  18654.1 |       5000 |      52187 | 6043851 | $ 40 |        2  (35s)
  6150000 |  18193.5 |       7062 |      52187 | 6048768 | $ 10 |        1  (35s)
  6155000 |  17744.3 |       7062 |      52187 | 6053683 | $  0 |        0  (35s)
  6160000 |  17306.2 |       4250 |      52187 | 6058579 | $170 |       10  (35s)
  6165000 |  16878.9 |       7062 |      52187 | 6063485 | $ 20 |        1  (35s)
  6170000 |  16462.2 |       8062 |      52187 | 6068384 | $ 70 |        3  (35s)
  6175000 |  16055.7 |       8593 |      52187 | 6073293 | $ 40 |        4  (35s)
  6180000 |  15659.3 |       6062 |      52187 | 6078184 | $ 90 |        4  (35s)
  6185000 |  15272.7 |       8062 |      52187 | 6083064 | $ 40 |        2  (35s)
  6190000 |  14895.6 |       7062 |      52187 | 6087956 | $ 50 |        2  (35s)
  6195000 |  14527.8 |       7312 |      52187 | 6092841 | $130 |        6  (35s)
  6200000 |  14169.1 |       7062 |      52187 | 6097714 | $ 50 |        4  (35s)
  6205000 |  13819.3 |       7562 |      52187 | 6102597 | $ 60 |        3  (35s)
  6210000 |  13478.1 |      12062 |      52187 | 6107492 | $ 70 |        3  (35s)
  6215000 |  13145.3 |      10750 |      52187 | 6112349 | $ 70 |        5  (35s)
  6220000 |  12820.7 |       9562 |      52187 | 6117193 | $ 20 |        2  (36s)
  6225000 |  12504.2 |       7312 |      52187 | 6122063 | $ 70 |        4  (36s)
  6230000 |  12195.5 |       7062 |      52187 | 6126914 | $ 50 |        3  (36s)
  6235000 |  11894.4 |       8062 |      52187 | 6131777 | $ 60 |        2  (36s)
  6240000 |  11600.7 |       5062 |      52187 | 6136613 | $140 |        9  (36s)
  6245000 |  11314.3 |       6562 |      52187 | 6141471 | $ 10 |        1  (36s)
  6250000 |  11034.9 |       7062 |      52187 | 6146277 | $  0 |        0  (36s)
  6255000 |  10762.5 |      12625 |      52187 | 6151116 | $160 |       10  (36s)
  6260000 |  10496.7 |       8750 |      52187 | 6155960 | $100 |        5  (36s)
  6265000 |  10237.6 |      14562 |      52187 | 6160801 | $120 |        7  (36s)

🔥 RESTART #19 - Reheating! (stuck for 321887 iterations) Temp: 50000.0 (36s)

  6270000 |  49924.1 |       7062 |      52187 | 6165638 | $ 20 |        1  (36s)
  6275000 |  48691.4 |       8062 |      52187 | 6170603 | $ 50 |        3  (36s)
  6280000 |  47489.2 |       7062 |      52187 | 6175554 | $ 50 |        2  (36s)
  6285000 |  46316.7 |       9750 |      52187 | 6180523 | $150 |       10  (36s)
  6290000 |  45173.1 |       8062 |      52187 | 6185492 | $ 30 |        1  (36s)
  6295000 |  44057.8 |       7062 |      52187 | 6190457 | $  0 |        0  (36s)
  6300000 |  42970.0 |       7062 |      52187 | 6195418 | $ 30 |        3  (36s)
  6305000 |  41909.1 |       7062 |      52187 | 6200383 | $ 80 |        4  (36s)
  6310000 |  40874.3 |       7062 |      52187 | 6205342 | $  0 |        0  (36s)
  6315000 |  39865.1 |       7062 |      52187 | 6210302 | $  0 |        0  (36s)
  6320000 |  38880.9 |       8750 |      52187 | 6215263 | $ 20 |        2  (36s)
  6325000 |  37920.9 |      14250 |      52187 | 6220223 | $ 70 |        5  (36s)
  6330000 |  36984.6 |       7062 |      52187 | 6225179 | $ 50 |        3  (36s)
  6335000 |  36071.5 |       8062 |      52187 | 6230129 | $ 90 |        5  (36s)
  6340000 |  35180.9 |      10062 |      52187 | 6235081 | $120 |        7  (36s)
  6345000 |  34312.2 |       8062 |      52187 | 6240033 | $ 30 |        1  (36s)
  6350000 |  33465.1 |       8062 |      52187 | 6244974 | $ 40 |        2  (36s)
  6355000 |  32638.8 |       6250 |      52187 | 6249921 | $ 70 |        4  (36s)
  6360000 |  31832.9 |       7062 |      52187 | 6254864 | $  0 |        0  (36s)
  6365000 |  31047.0 |       7062 |      52187 | 6259811 | $  0 |        0  (36s)
  6370000 |  30280.4 |       5562 |      52187 | 6264773 | $140 |        8  (36s)
  6375000 |  29532.8 |      10125 |      52187 | 6269716 | $180 |       13  (36s)
  6380000 |  28803.6 |       7000 |      52187 | 6274668 | $100 |        8  (36s)
  6385000 |  28092.5 |       7062 |      52187 | 6279617 | $ 10 |        1  (36s)
  6390000 |  27398.9 |       7062 |      52187 | 6284571 | $ 10 |        1  (36s)
  6395000 |  26722.4 |       9750 |      52187 | 6289515 | $170 |        8  (37s)
  6400000 |  26062.6 |       8750 |      52187 | 6294447 | $ 70 |        5  (37s)
  6405000 |  25419.1 |       8562 |      52187 | 6299372 | $ 80 |        3  (37s)
  6410000 |  24791.5 |       7406 |      52187 | 6304306 | $150 |       11  (37s)
  6415000 |  24179.4 |       7062 |      52187 | 6309242 | $ 20 |        1  (37s)
  6420000 |  23582.4 |      11750 |      52187 | 6314172 | $ 70 |        4  (37s)
  6425000 |  23000.2 |       6875 |      52187 | 6319103 | $ 60 |        4  (37s)
  6430000 |  22432.3 |       8062 |      52187 | 6324020 | $ 30 |        1  (37s)
  6435000 |  21878.4 |       9062 |      52187 | 6328917 | $120 |        5  (37s)
  6440000 |  21338.2 |       7562 |      52187 | 6333838 | $100 |        6  (37s)
  6445000 |  20811.4 |       8562 |      52187 | 6338748 | $ 80 |        4  (37s)
  6450000 |  20297.6 |       4468 |      52187 | 6343670 | $ 40 |        4  (37s)
  6455000 |  19796.4 |       5062 |      52187 | 6348592 | $ 80 |        5  (37s)
  6460000 |  19307.6 |       8750 |      52187 | 6353509 | $ 20 |        2  (37s)
  6465000 |  18830.9 |       7406 |      52187 | 6358399 | $120 |        5  (37s)
  6470000 |  18366.0 |       7562 |      52187 | 6363309 | $ 60 |        2  (37s)
  6475000 |  17912.5 |       7062 |      52187 | 6368228 | $ 20 |        1  (37s)
  6480000 |  17470.3 |       7406 |      52187 | 6373113 | $140 |        6  (37s)
  6485000 |  17038.9 |      11625 |      52187 | 6378009 | $ 80 |        6  (37s)
  6490000 |  16618.2 |      11750 |      52187 | 6382933 | $110 |        5  (37s)
  6495000 |  16207.9 |       7562 |      52187 | 6387824 | $100 |        5  (37s)
  6500000 |  15807.7 |       7062 |      52187 | 6392720 | $ 30 |        1  (37s)
  6505000 |  15417.5 |       7562 |      52187 | 6397617 | $ 40 |        2  (37s)
  6510000 |  15036.8 |       7062 |      52187 | 6402481 | $ 30 |        1  (37s)
  6515000 |  14665.5 |       8468 |      52187 | 6407349 | $ 40 |        2  (37s)
  6520000 |  14303.4 |       5000 |      52187 | 6412232 | $ 60 |        5  (37s)
  6525000 |  13950.3 |       8062 |      52187 | 6417113 | $ 60 |        2  (37s)
  6530000 |  13605.8 |      11000 |      52187 | 6421986 | $180 |        8  (37s)
  6535000 |  13269.9 |      10062 |      52187 | 6426857 | $140 |        5  (37s)
  6540000 |  12942.3 |       8062 |      52187 | 6431730 | $ 40 |        2  (37s)
  6545000 |  12622.7 |       7062 |      52187 | 6436584 | $ 50 |        3  (37s)
  6550000 |  12311.1 |       9062 |      52187 | 6441437 | $ 60 |        3  (37s)
  6555000 |  12007.1 |       7062 |      52187 | 6446282 | $ 10 |        1  (37s)
  6560000 |  11710.7 |       9500 |      52187 | 6451154 | $140 |        9  (37s)
  6565000 |  11421.5 |       9750 |      52187 | 6456026 | $ 40 |        2  (37s)
  6570000 |  11139.5 |      10250 |      52187 | 6460850 | $ 90 |        6  (38s)
  6575000 |  10864.5 |       5062 |      52187 | 6465700 | $ 60 |        4  (38s)
  6580000 |  10596.2 |       4500 |      52187 | 6470554 | $120 |        8  (38s)
  6585000 |  10334.6 |      10062 |      52187 | 6475398 | $110 |        6  (38s)
  6590000 |  10079.5 |       8062 |      52187 | 6480194 | $ 50 |        3  (38s)

🔥 RESTART #20 - Reheating! (stuck for 321887 iterations) Temp: 50000.0 (38s)

  6595000 |  49153.0 |      11562 |      52187 | 6485101 | $140 |        9  (38s)
  6600000 |  47939.4 |      10062 |      52187 | 6490065 | $120 |        7  (38s)
  6605000 |  46755.8 |       7500 |      52187 | 6495024 | $ 90 |        6  (38s)
  6610000 |  45601.4 |       8062 |      52187 | 6499980 | $110 |        6  (38s)
  6615000 |  44475.5 |       7062 |      52187 | 6504946 | $  0 |        0  (38s)
  6620000 |  43377.4 |       9750 |      52187 | 6509908 | $110 |        7  (38s)
  6625000 |  42306.4 |       6750 |      52187 | 6514872 | $120 |        7  (38s)
  6630000 |  41261.8 |       7062 |      52187 | 6519835 | $ 30 |        2  (38s)
  6635000 |  40243.1 |       5062 |      52187 | 6524797 | $ 10 |        1  (38s)
  6640000 |  39249.4 |       7062 |      52187 | 6529745 | $  0 |        0  (38s)
  6645000 |  38280.4 |       7062 |      52187 | 6534700 | $ 30 |        1  (38s)
  6650000 |  37335.2 |       8062 |      52187 | 6539649 | $ 30 |        1  (38s)
  6655000 |  36413.4 |       7062 |      52187 | 6544600 | $  0 |        0  (38s)
  6660000 |  35514.4 |      12250 |      52187 | 6549554 | $190 |        9  (38s)
  6665000 |  34637.5 |       3750 |      52187 | 6554510 | $ 30 |        3  (38s)
  6670000 |  33782.3 |       4062 |      52187 | 6559462 | $ 90 |        7  (38s)
  6675000 |  32948.2 |       8750 |      52187 | 6564416 | $ 80 |        5  (38s)
  6680000 |  32134.7 |       6312 |      52187 | 6569350 | $ 80 |        6  (38s)
  6685000 |  31341.3 |       9750 |      52187 | 6574314 | $ 20 |        2  (38s)
  6690000 |  30567.5 |      13000 |      52187 | 6579263 | $190 |       13  (38s)
  6695000 |  29812.8 |       7562 |      52187 | 6584227 | $ 40 |        2  (38s)
  6700000 |  29076.7 |      13500 |      52187 | 6589168 | $170 |       10  (38s)
  6705000 |  28358.8 |       6250 |      52187 | 6594125 | $ 70 |        5  (38s)
  6710000 |  27658.6 |       9375 |      52187 | 6599072 | $ 50 |        4  (38s)
  6715000 |  26975.7 |       9000 |      52187 | 6604012 | $ 60 |        3  (38s)
  6720000 |  26309.7 |       6062 |      52187 | 6608951 | $140 |        9  (38s)
  6725000 |  25660.1 |      10250 |      52187 | 6613898 | $140 |        8  (38s)
  6730000 |  25026.5 |       7062 |      52187 | 6618833 | $ 40 |        2  (38s)
  6735000 |  24408.6 |       8062 |      52187 | 6623775 | $ 50 |        3  (38s)
  6740000 |  23806.0 |       5375 |      52187 | 6628698 | $ 20 |        2  (38s)
  6745000 |  23218.2 |       8062 |      52187 | 6633617 | $ 90 |        5  (39s)
  6750000 |  22644.9 |       6906 |      52187 | 6638550 | $ 40 |        3  (39s)
  6755000 |  22085.8 |       7562 |      52187 | 6643475 | $ 30 |        3  (39s)
  6760000 |  21540.5 |       8250 |      52187 | 6648405 | $130 |        8  (39s)
  6765000 |  21008.7 |       5937 |      52187 | 6653341 | $ 80 |        5  (39s)
  6770000 |  20490.0 |       8687 |      52187 | 6658273 | $100 |        6  (39s)
  6775000 |  19984.1 |       8625 |      52187 | 6663196 | $ 90 |        5  (39s)
  6780000 |  19490.7 |       9250 |      52187 | 6668110 | $110 |        5  (39s)
  6785000 |  19009.4 |       8812 |      52187 | 6673029 | $120 |        7  (39s)
  6790000 |  18540.1 |       9062 |      52187 | 6677949 | $140 |        6  (39s)
  6795000 |  18082.3 |       8562 |      52187 | 6682853 | $ 20 |        2  (39s)
  6800000 |  17635.9 |       7062 |      52187 | 6687768 | $ 40 |        2  (39s)
  6805000 |  17200.4 |       6000 |      52187 | 6692675 | $ 90 |        5  (39s)
  6810000 |  16775.8 |       9500 |      52187 | 6697570 | $ 20 |        2  (39s)
  6815000 |  16361.6 |       7062 |      52187 | 6702478 | $  0 |        0  (39s)
  6820000 |  15957.6 |       7500 |      52187 | 6707379 | $110 |        7  (39s)
  6825000 |  15563.6 |       9312 |      52187 | 6712272 | $200 |       10  (39s)
  6830000 |  15179.3 |       6562 |      52187 | 6717159 | $ 10 |        1  (39s)
  6835000 |  14804.6 |       7062 |      52187 | 6722060 | $  0 |        0  (39s)
  6840000 |  14439.0 |       7250 |      52187 | 6726935 | $160 |        7  (39s)
  6845000 |  14082.5 |       7250 |      52187 | 6731831 | $160 |        8  (39s)
  6850000 |  13734.8 |      11062 |      52187 | 6736698 | $120 |        8  (39s)
  6855000 |  13395.7 |       7062 |      52187 | 6741564 | $  0 |        0  (39s)
  6860000 |  13065.0 |       7062 |      52187 | 6746436 | $  0 |        0  (39s)
  6865000 |  12742.4 |       7062 |      52187 | 6751304 | $ 20 |        1  (39s)
  6870000 |  12427.8 |       4937 |      52187 | 6756160 | $ 40 |        2  (39s)
  6875000 |  12120.9 |       8062 |      52187 | 6761018 | $ 60 |        4  (39s)
  6880000 |  11821.7 |      12000 |      52187 | 6765908 | $120 |        7  (39s)
  6885000 |  11529.8 |       7062 |      52187 | 6770754 | $ 30 |        2  (39s)
  6890000 |  11245.1 |       7062 |      52187 | 6775604 | $ 30 |        3  (39s)
  6895000 |  10967.5 |      13750 |      52187 | 6780454 | $110 |        5  (39s)
  6900000 |  10696.7 |       7062 |      52187 | 6785301 | $ 10 |        1  (39s)
  6905000 |  10432.6 |       7062 |      52187 | 6790174 | $ 10 |        1  (39s)
  6910000 |  10175.0 |       7062 |      52187 | 6795016 | $ 30 |        1  (39s)

🔥 RESTART #21 - Reheating! (stuck for 321887 iterations) Temp: 50000.0 (39s)

  6915000 |  49619.0 |       7062 |      52187 | 6799898 | $ 10 |        1  (39s)
  6920000 |  48393.9 |       7062 |      52187 | 6804859 | $  0 |        0  (40s)
  6925000 |  47199.0 |       6374 |      52187 | 6809824 | $140 |        8  (40s)
  6930000 |  46033.7 |       7062 |      52187 | 6814790 | $ 10 |        1  (40s)
  6935000 |  44897.1 |       8062 |      52187 | 6819754 | $ 50 |        2  (40s)
  6940000 |  43788.6 |       9500 |      52187 | 6824712 | $ 60 |        4  (40s)
  6945000 |  42707.4 |       6250 |      52187 | 6829674 | $110 |        6  (40s)
  6950000 |  41653.0 |       8062 |      52187 | 6834630 | $ 60 |        3  (40s)
  6955000 |  40624.5 |      12000 |      52187 | 6839590 | $160 |        8  (40s)
  6960000 |  39621.5 |       7062 |      52187 | 6844550 | $  0 |        0  (40s)
  6965000 |  38643.3 |      12562 |      52187 | 6849509 | $130 |        7  (40s)
  6970000 |  37689.2 |       5750 |      52187 | 6854464 | $ 10 |        1  (40s)
  6975000 |  36758.6 |       7062 |      52187 | 6859417 | $ 20 |        1  (40s)
  6980000 |  35851.0 |       8062 |      52187 | 6864375 | $ 10 |        1  (40s)
  6985000 |  34965.9 |       5062 |      52187 | 6869336 | $120 |        7  (40s)
  6990000 |  34102.5 |       7062 |      52187 | 6874296 | $ 10 |        1  (40s)
  6995000 |  33260.5 |       7062 |      52187 | 6879249 | $ 10 |        1  (40s)
  7000000 |  32439.3 |       8562 |      52187 | 6884205 | $150 |        7  (40s)
  7005000 |  31638.4 |      10562 |      52187 | 6889158 | $170 |        8  (40s)
  7010000 |  30857.3 |      10250 |      52187 | 6894099 | $ 70 |        5  (40s)
  7015000 |  30095.4 |       5500 |      52187 | 6899035 | $ 60 |        4  (40s)
  7020000 |  29352.3 |       4625 |      52187 | 6903973 | $130 |        9  (40s)
  7025000 |  28627.6 |       6000 |      52187 | 6908912 | $ 50 |        4  (40s)
  7030000 |  27920.8 |       7062 |      52187 | 6913850 | $ 30 |        2  (40s)
  7035000 |  27231.4 |       9500 |      52187 | 6918796 | $ 10 |        1  (40s)
  7040000 |  26559.1 |       7375 |      52187 | 6923735 | $110 |        6  (40s)
  7045000 |  25903.3 |       8875 |      52187 | 6928667 | $ 70 |        6  (40s)
  7050000 |  25263.8 |       7062 |      52187 | 6933595 | $ 10 |        1  (40s)
  7055000 |  24640.0 |       9062 |      52187 | 6938534 | $ 50 |        2  (40s)
  7060000 |  24031.6 |       8062 |      52187 | 6943458 | $ 60 |        3  (40s)
  7065000 |  23438.3 |       9625 |      52187 | 6948380 | $ 90 |        5  (40s)
  7070000 |  22859.6 |       7062 |      52187 | 6953297 | $ 80 |        4  (40s)
  7075000 |  22295.2 |       6062 |      52187 | 6958209 | $ 60 |        4  (40s)
  7080000 |  21744.7 |       7062 |      52187 | 6963139 | $ 30 |        2  (40s)
  7085000 |  21207.8 |      13250 |      52187 | 6968041 | $ 40 |        4  (40s)
  7090000 |  20684.2 |       8000 |      52187 | 6972970 | $ 50 |        3  (40s)
  7095000 |  20173.5 |      11250 |      52187 | 6977891 | $100 |        6  (41s)
  7100000 |  19675.4 |       7062 |      52187 | 6982806 | $ 20 |        2  (41s)
  7105000 |  19189.6 |       7062 |      52187 | 6987725 | $  0 |        0  (41s)
  7110000 |  18715.8 |       7062 |      52187 | 6992649 | $ 80 |        3  (41s)
  7115000 |  18253.7 |       9375 |      52187 | 6997555 | $ 80 |        6  (41s)
  7120000 |  17803.1 |      10187 |      52187 | 7002447 | $130 |        8  (41s)
  7125000 |  17363.5 |       9625 |      52187 | 7007361 | $ 40 |        2  (41s)
  7130000 |  16934.8 |       8031 |      52187 | 7012263 | $ 20 |        2  (41s)
  7135000 |  16516.7 |       7062 |      52187 | 7017168 | $  0 |        0  (41s)
  7140000 |  16108.9 |       4000 |      52187 | 7022063 | $140 |        9  (41s)
  7145000 |  15711.1 |       5937 |      52187 | 7026957 | $140 |        9  (41s)
  7150000 |  15323.2 |       7062 |      52187 | 7031846 | $ 10 |        1  (41s)
  7155000 |  14944.9 |       4875 |      52187 | 7036736 | $200 |       10  (41s)
  7160000 |  14575.9 |      10500 |      52187 | 7041614 | $ 80 |        4  (41s)
  7165000 |  14216.0 |       7875 |      52187 | 7046507 | $ 60 |        4  (41s)
  7170000 |  13865.0 |       8750 |      52187 | 7051383 | $ 70 |        4  (41s)
  7175000 |  13522.7 |      10562 |      52187 | 7056269 | $160 |        8  (41s)
  7180000 |  13188.8 |       8062 |      52187 | 7061116 | $ 80 |        4  (41s)
  7185000 |  12863.2 |       7468 |      52187 | 7065988 | $ 20 |        2  (41s)
  7190000 |  12545.6 |       9406 |      52187 | 7070851 | $150 |        8  (41s)
  7195000 |  12235.8 |       6250 |      52187 | 7075724 | $ 50 |        5  (41s)
  7200000 |  11933.7 |       5500 |      52187 | 7080576 | $ 60 |        4  (41s)
  7205000 |  11639.1 |       5062 |      52187 | 7085411 | $ 40 |        2  (41s)
  7210000 |  11351.7 |       8062 |      52187 | 7090235 | $ 70 |        5  (41s)
  7215000 |  11071.4 |       8437 |      52187 | 7095071 | $ 70 |        5  (41s)
  7220000 |  10798.1 |       8062 |      52187 | 7099918 | $ 90 |        5  (41s)
  7225000 |  10531.5 |       3937 |      52187 | 7104757 | $150 |        8  (41s)
  7230000 |  10271.5 |       7312 |      52187 | 7109598 | $100 |        6  (41s)
  7235000 |  10017.9 |       6312 |      52187 | 7114431 | $ 90 |        4  (41s)

🔥 RESTART #22 - Reheating! (stuck for 321887 iterations) Temp: 50000.0 (41s)

  7240000 |  48852.6 |       7062 |      52187 | 7119391 | $ 30 |        2  (41s)
  7245000 |  47646.4 |       9250 |      52187 | 7124361 | $ 10 |        1  (41s)
  7250000 |  46470.0 |       7062 |      52187 | 7129330 | $ 30 |        1  (41s)
  7255000 |  45322.7 |       8062 |      52187 | 7134290 | $100 |        4  (42s)
  7260000 |  44203.7 |       3750 |      52187 | 7139246 | $ 40 |        2  (42s)
  7265000 |  43112.3 |       7062 |      52187 | 7144210 | $ 10 |        1  (42s)
  7270000 |  42047.8 |       5312 |      52187 | 7149175 | $ 10 |        1  (42s)
  7275000 |  41009.7 |       7468 |      52187 | 7154132 | $ 80 |        7  (42s)
  7280000 |  39997.1 |       3750 |      52187 | 7159084 | $ 40 |        2  (42s)
  7285000 |  39009.6 |      10375 |      52187 | 7164029 | $110 |        5  (42s)
  7290000 |  38046.4 |      12062 |      52187 | 7168976 | $190 |        9  (42s)
  7295000 |  37107.1 |       7062 |      52187 | 7173939 | $ 40 |        2  (42s)
  7300000 |  36190.9 |       7562 |      52187 | 7178896 | $ 50 |        3  (42s)
  7305000 |  35297.3 |       8687 |      52187 | 7183846 | $ 90 |        5  (42s)
  7310000 |  34425.8 |       7062 |      52187 | 7188789 | $ 10 |        1  (42s)
  7315000 |  33575.8 |      12500 |      52187 | 7193743 | $150 |        7  (42s)
  7320000 |  32746.9 |      13250 |      52187 | 7198684 | $170 |       10  (42s)
  7325000 |  31938.3 |      14250 |      52187 | 7203633 | $ 90 |        9  (42s)
  7330000 |  31149.8 |       8562 |      52187 | 7208584 | $ 70 |        3  (42s)
  7335000 |  30380.7 |       9875 |      52187 | 7213528 | $ 70 |        4  (42s)
  7340000 |  29630.6 |       5562 |      52187 | 7218486 | $100 |        4  (42s)
  7345000 |  28899.0 |       7062 |      52187 | 7223430 | $ 20 |        2  (42s)
  7350000 |  28185.5 |       5062 |      52187 | 7228377 | $ 20 |        2  (42s)
  7355000 |  27489.6 |       7062 |      52187 | 7233305 | $100 |        8  (42s)
  7360000 |  26810.8 |       8062 |      52187 | 7238243 | $ 60 |        4  (42s)
