╔════════════════════════════════════════════════╗
║      Optimal Solver - Starting from Scratch    ║
╚════════════════════════════════════════════════╝

Map: starting_simple.txt
Initial Temperature: 100000.0
Cooling Rate: 0.999995
Max Iterations: 100000000
Budget: $200

Grid: 7x5
Found 17 valid command locations:
  [1,0] building (2 floors)
  [2,0] building (2 floors)
  [3,0] building (2 floors)
  [5,0] P (1 floor)
  [2,1] building (2 floors)
  [3,1] P (1 floor)
  [5,1] building (2 floors)
  [1,2] building (2 floors)
  [3,2] building (2 floors)
  [5,2] building (2 floors)
  [2,3] building (2 floors)
  [3,3] building (2 floors)
  [5,3] P (1 floor)
  [1,4] building (2 floors)
  [3,4] building (2 floors)
  [4,4] building (2 floors)
  [5,4] building (2 floors)

Starting from EMPTY grid: Score=7062
Beginning optimization...

Iter      | Temp     | Current    | Best       | Accept | Cost  | Commands
  1220000 |    224.3 |      59000 |      59625 | 946632 | $200 |       10  (6s)
  1225000 |    218.7 |      58468 |      59625 | 948876 | $200 |       10  (6s)
  1230000 |    213.3 |      59000 |      59625 | 951128 | $200 |       10  (6s)
  1235000 |    208.1 |      58500 |      59625 | 953449 | $200 |       10  (6s)
  1240000 |    202.9 |      59218 |      59625 | 955620 | $200 |       10  (6s)
  1241309 |    201.6 |      59875 |      59875 | 956215 | $200 |       10  ✨ NEW BEST! (6s)
  1245000 |    197.9 |      59875 |      59875 | 957806 | $200 |       10  (6s)
  1250000 |    193.0 |      59875 |      59875 | 960025 | $200 |       10  (6s)
  1255000 |    188.3 |      59875 |      59875 | 962204 | $200 |       10  (6s)
  1260000 |    183.6 |      59875 |      59875 | 964392 | $200 |       10  (6s)
  1265000 |    179.1 |      59875 |      59875 | 966555 | $200 |       10  (6s)
  1270000 |    174.7 |      59875 |      59875 | 968700 | $200 |       10  (6s)
  1275000 |    170.4 |      59875 |      59875 | 970924 | $200 |       10  (6s)
  1280000 |    166.2 |      59875 |      59875 | 973073 | $200 |       10  (6s)
  1285000 |    162.1 |      59875 |      59875 | 975194 | $200 |       10  (6s)
  1290000 |    158.1 |      59875 |      59875 | 977326 | $200 |       10  (7s)
  1295000 |    154.1 |      59875 |      59875 | 979581 | $200 |       10  (7s)
  1300000 |    150.3 |      59875 |      59875 | 981788 | $200 |       10  (7s)
  1305000 |    146.6 |      59875 |      59875 | 984010 | $200 |       10  (7s)
  1310000 |    143.0 |      59875 |      59875 | 986196 | $200 |       10  (7s)
  1315000 |    139.5 |      59875 |      59875 | 988423 | $200 |       10  (7s)
  1320000 |    136.0 |      59875 |      59875 | 990635 | $200 |       10  (7s)
  1325000 |    132.7 |      59875 |      59875 | 992824 | $200 |       10  (7s)
  1330000 |    129.4 |      59875 |      59875 | 994993 | $200 |       10  (7s)
  1335000 |    126.2 |      59875 |      59875 | 997112 | $200 |       10  (7s)
  1340000 |    123.1 |      59875 |      59875 | 999310 | $200 |       10  (7s)
  1345000 |    120.1 |      59875 |      59875 | 1001500 | $200 |       10  (7s)
  1350000 |    117.1 |      59875 |      59875 | 1003586 | $200 |       10  (7s)
  1355000 |    114.2 |      59875 |      59875 | 1005734 | $200 |       10  (7s)
  1360000 |    111.4 |      59875 |      59875 | 1007902 | $200 |       10  (7s)
  1365000 |    108.6 |      59875 |      59875 | 1010063 | $200 |       10  (7s)
  1370000 |    105.9 |      59875 |      59875 | 1012265 | $200 |       10  (7s)
  1375000 |    103.3 |      59875 |      59875 | 1014364 | $200 |       10  (7s)
  1380000 |    100.8 |      59875 |      59875 | 1016526 | $200 |       10  (7s)
  1385000 |     98.3 |      59875 |      59875 | 1018698 | $200 |       10  (7s)
  1390000 |     95.9 |      59875 |      59875 | 1020868 | $200 |       10  (7s)
  1395000 |     93.5 |      59875 |      59875 | 1023041 | $200 |       10  (7s)
  1400000 |     91.2 |      59875 |      59875 | 1025233 | $200 |       10  (7s)
  1405000 |     88.9 |      59875 |      59875 | 1027432 | $200 |       10  (7s)
  1410000 |     86.7 |      59875 |      59875 | 1029594 | $200 |       10  (7s)
  1415000 |     84.6 |      59875 |      59875 | 1031802 | $200 |       10  (7s)
  1420000 |     82.5 |      59875 |      59875 | 1033978 | $200 |       10  (7s)
  1425000 |     80.5 |      59875 |      59875 | 1036161 | $200 |       10  (7s)
  1430000 |     78.5 |      59875 |      59875 | 1038276 | $200 |       10  (7s)
  1435000 |     76.5 |      59875 |      59875 | 1040476 | $200 |       10  (7s)
  1440000 |     74.7 |      59875 |      59875 | 1042726 | $200 |       10  (7s)
  1445000 |     72.8 |      59875 |      59875 | 1044891 | $200 |       10  (7s)
  1450000 |     71.0 |      59875 |      59875 | 1047046 | $200 |       10  (7s)
  1455000 |     69.3 |      59875 |      59875 | 1049197 | $200 |       10  (7s)
  1460000 |     67.6 |      59875 |      59875 | 1051355 | $200 |       10  (7s)
  1465000 |     65.9 |      59875 |      59875 | 1053573 | $200 |       10  (7s)
  1470000 |     64.3 |      59875 |      59875 | 1055780 | $200 |       10  (8s)
  1475000 |     62.7 |      59875 |      59875 | 1057955 | $200 |       10  (8s)
  1480000 |     61.1 |      59875 |      59875 | 1060124 | $200 |       10  (8s)
  1485000 |     59.6 |      59875 |      59875 | 1062318 | $200 |       10  (8s)
  1490000 |     58.1 |      59875 |      59875 | 1064475 | $200 |       10  (8s)
  1495000 |     56.7 |      59875 |      59875 | 1066627 | $200 |       10  (8s)
  1500000 |     55.3 |      59875 |      59875 | 1068774 | $200 |       10  (8s)
  1505000 |     53.9 |      59875 |      59875 | 1070925 | $200 |       10  (8s)
  1510000 |     52.6 |      59875 |      59875 | 1073076 | $200 |       10  (8s)
  1515000 |     51.3 |      59875 |      59875 | 1075208 | $200 |       10  (8s)
  1520000 |     50.0 |      59875 |      59875 | 1077408 | $200 |       10  (8s)
  1525000 |     48.8 |      59875 |      59875 | 1079642 | $200 |       10  (8s)
  1530000 |     47.6 |      59875 |      59875 | 1081812 | $200 |       10  (8s)
  1535000 |     46.4 |      59875 |      59875 | 1083939 | $200 |       10  (8s)
  1540000 |     45.3 |      59875 |      59875 | 1086127 | $200 |       10  (8s)
  1545000 |     44.2 |      59875 |      59875 | 1088283 | $200 |       10  (8s)
  1550000 |     43.1 |      59875 |      59875 | 1090472 | $200 |       10  (8s)
  1555000 |     42.0 |      59875 |      59875 | 1092574 | $200 |       10  (8s)
  1560000 |     41.0 |      59875 |      59875 | 1094758 | $200 |       10  (8s)
  1565000 |     40.0 |      59875 |      59875 | 1096947 | $200 |       10  (8s)
  1570000 |     39.0 |      59875 |      59875 | 1099083 | $200 |       10  (8s)
  1575000 |     38.0 |      59875 |      59875 | 1101260 | $200 |       10  (8s)
  1580000 |     37.1 |      59875 |      59875 | 1103440 | $200 |       10  (8s)
  1585000 |     36.2 |      59875 |      59875 | 1105585 | $200 |       10  (8s)
  1590000 |     35.3 |      59875 |      59875 | 1107778 | $200 |       10  (8s)
  1595000 |     34.4 |      59875 |      59875 | 1109941 | $200 |       10  (8s)
  1600000 |     33.5 |      59875 |      59875 | 1112143 | $200 |       10  (8s)
  1605000 |     32.7 |      59875 |      59875 | 1114325 | $200 |       10  (8s)
  1610000 |     31.9 |      59875 |      59875 | 1116529 | $200 |       10  (8s)
  1615000 |     31.1 |      59875 |      59875 | 1118668 | $200 |       10  (8s)
  1620000 |     30.4 |      59875 |      59875 | 1120911 | $200 |       10  (8s)
  1625000 |     29.6 |      59875 |      59875 | 1123126 | $200 |       10  (8s)
  1630000 |     28.9 |      59875 |      59875 | 1125280 | $200 |       10  (8s)
  1635000 |     28.2 |      59875 |      59875 | 1127458 | $200 |       10  (8s)
  1640000 |     27.5 |      59875 |      59875 | 1129635 | $200 |       10  (8s)
  1645000 |     26.8 |      59875 |      59875 | 1131831 | $200 |       10  (8s)
  1650000 |     26.1 |      59875 |      59875 | 1133990 | $200 |       10  (8s)
  1655000 |     25.5 |      59875 |      59875 | 1136199 | $200 |       10  (8s)
  1660000 |     24.9 |      59875 |      59875 | 1138332 | $200 |       10  (9s)
  1665000 |     24.2 |      59875 |      59875 | 1140588 | $200 |       10  (9s)
  1670000 |     23.6 |      59875 |      59875 | 1142764 | $200 |       10  (9s)
  1675000 |     23.1 |      59875 |      59875 | 1144992 | $200 |       10  (9s)
  1680000 |     22.5 |      59875 |      59875 | 1147189 | $200 |       10  (9s)
  1685000 |     21.9 |      59875 |      59875 | 1149374 | $200 |       10  (9s)
  1690000 |     21.4 |      59875 |      59875 | 1151563 | $200 |       10  (9s)
  1695000 |     20.9 |      59875 |      59875 | 1153765 | $200 |       10  (9s)
  1700000 |     20.3 |      59875 |      59875 | 1155929 | $200 |       10  (9s)
  1705000 |     19.8 |      59875 |      59875 | 1158123 | $200 |       10  (9s)
  1710000 |     19.4 |      59875 |      59875 | 1160276 | $200 |       10  (9s)
  1715000 |     18.9 |      59875 |      59875 | 1162416 | $200 |       10  (9s)
  1720000 |     18.4 |      59875 |      59875 | 1164636 | $200 |       10  (9s)
  1725000 |     18.0 |      59875 |      59875 | 1166846 | $200 |       10  (9s)
  1730000 |     17.5 |      59875 |      59875 | 1168961 | $200 |       10  (9s)
  1735000 |     17.1 |      59875 |      59875 | 1171155 | $200 |       10  (9s)
  1740000 |     16.7 |      59875 |      59875 | 1173365 | $200 |       10  (9s)
  1745000 |     16.2 |      59875 |      59875 | 1175559 | $200 |       10  (9s)
  1750000 |     15.8 |      59875 |      59875 | 1177681 | $200 |       10  (9s)
  1755000 |     15.5 |      59875 |      59875 | 1179854 | $200 |       10  (9s)
  1760000 |     15.1 |      59875 |      59875 | 1182035 | $200 |       10  (9s)
  1765000 |     14.7 |      59875 |      59875 | 1184249 | $200 |       10  (9s)
  1770000 |     14.3 |      59875 |      59875 | 1186436 | $200 |       10  (9s)
  1775000 |     14.0 |      59875 |      59875 | 1188621 | $200 |       10  (9s)
  1780000 |     13.6 |      59875 |      59875 | 1190813 | $200 |       10  (9s)
  1785000 |     13.3 |      59875 |      59875 | 1192958 | $200 |       10  (9s)
  1790000 |     13.0 |      59875 |      59875 | 1195161 | $200 |       10  (9s)
  1795000 |     12.7 |      59875 |      59875 | 1197361 | $200 |       10  (9s)
  1800000 |     12.3 |      59875 |      59875 | 1199564 | $200 |       10  (9s)
  1805000 |     12.0 |      59875 |      59875 | 1201676 | $200 |       10  (9s)
  1810000 |     11.7 |      59875 |      59875 | 1203849 | $200 |       10  (9s)
  1815000 |     11.4 |      59875 |      59875 | 1206033 | $200 |       10  (9s)
  1820000 |     11.2 |      59875 |      59875 | 1208191 | $200 |       10  (9s)
  1825000 |     10.9 |      59875 |      59875 | 1210395 | $200 |       10  (9s)
  1830000 |     10.6 |      59875 |      59875 | 1212589 | $200 |       10  (9s)
  1835000 |     10.4 |      59875 |      59875 | 1214732 | $200 |       10  (9s)
  1840000 |     10.1 |      59875 |      59875 | 1216967 | $200 |       10  (9s)
  1845000 |      9.9 |      59875 |      59875 | 1219125 | $200 |       10  (9s)
  1850000 |      9.6 |      59875 |      59875 | 1221337 | $200 |       10  (10s)
  1855000 |      9.4 |      59875 |      59875 | 1223520 | $200 |       10  (10s)
  1860000 |      9.1 |      59875 |      59875 | 1225709 | $200 |       10  (10s)
  1865000 |      8.9 |      59875 |      59875 | 1227895 | $200 |       10  (10s)
  1870000 |      8.7 |      59875 |      59875 | 1230094 | $200 |       10  (10s)
  1875000 |      8.5 |      59875 |      59875 | 1232266 | $200 |       10  (10s)
  1880000 |      8.3 |      59875 |      59875 | 1234461 | $200 |       10  (10s)
  1885000 |      8.1 |      59875 |      59875 | 1236600 | $200 |       10  (10s)
  1890000 |      7.9 |      59875 |      59875 | 1238751 | $200 |       10  (10s)
  1895000 |      7.7 |      59875 |      59875 | 1241017 | $200 |       10  (10s)
  1900000 |      7.5 |      59875 |      59875 | 1243082 | $200 |       10  (10s)
  1905000 |      7.3 |      59875 |      59875 | 1245269 | $200 |       10  (10s)
  1910000 |      7.1 |      59875 |      59875 | 1247462 | $200 |       10  (10s)
  1915000 |      6.9 |      59875 |      59875 | 1249591 | $200 |       10  (10s)
  1920000 |      6.8 |      59875 |      59875 | 1251750 | $200 |       10  (10s)
  1925000 |      6.6 |      59875 |      59875 | 1253953 | $200 |       10  (10s)
  1930000 |      6.4 |      59875 |      59875 | 1256157 | $200 |       10  (10s)
  1935000 |      6.3 |      59875 |      59875 | 1258367 | $200 |       10  (10s)
  1940000 |      6.1 |      59875 |      59875 | 1260558 | $200 |       10  (10s)
  1945000 |      6.0 |      59875 |      59875 | 1262785 | $200 |       10  (10s)
  1950000 |      5.8 |      59875 |      59875 | 1264943 | $200 |       10  (10s)
  1955000 |      5.7 |      59875 |      59875 | 1267076 | $200 |       10  (10s)
  1960000 |      5.5 |      59875 |      59875 | 1269255 | $200 |       10  (10s)
  1965000 |      5.4 |      59875 |      59875 | 1271445 | $200 |       10  (10s)
  1970000 |      5.3 |      59875 |      59875 | 1273661 | $200 |       10  (10s)
  1975000 |      5.1 |      59875 |      59875 | 1275839 | $200 |       10  (10s)
  1980000 |      5.0 |      59875 |      59875 | 1278049 | $200 |       10  (10s)
  1985000 |      4.9 |      59875 |      59875 | 1280250 | $200 |       10  (10s)
  1990000 |      4.8 |      59875 |      59875 | 1282407 | $200 |       10  (10s)
  1995000 |      4.7 |      59875 |      59875 | 1284593 | $200 |       10  (10s)
  2000000 |      4.5 |      59875 |      59875 | 1286744 | $200 |       10  (10s)
  2005000 |      4.4 |      59875 |      59875 | 1288916 | $200 |       10  (10s)
  2010000 |      4.3 |      59875 |      59875 | 1291087 | $200 |       10  (10s)
  2015000 |      4.2 |      59875 |      59875 | 1293232 | $200 |       10  (10s)
  2020000 |      4.1 |      59875 |      59875 | 1295411 | $200 |       10  (10s)
  2025000 |      4.0 |      59875 |      59875 | 1297549 | $200 |       10  (10s)
  2030000 |      3.9 |      59875 |      59875 | 1299686 | $200 |       10  (10s)
  2035000 |      3.8 |      59875 |      59875 | 1301899 | $200 |       10  (10s)
  2040000 |      3.7 |      59875 |      59875 | 1304125 | $200 |       10  (10s)
  2045000 |      3.6 |      59875 |      59875 | 1306290 | $200 |       10  (11s)
  2050000 |      3.5 |      59875 |      59875 | 1308453 | $200 |       10  (11s)
  2055000 |      3.4 |      59875 |      59875 | 1310632 | $200 |       10  (11s)
  2060000 |      3.4 |      59875 |      59875 | 1312795 | $200 |       10  (11s)
  2065000 |      3.3 |      59875 |      59875 | 1314963 | $200 |       10  (11s)
  2070000 |      3.2 |      59875 |      59875 | 1317152 | $200 |       10  (11s)
  2075000 |      3.1 |      59875 |      59875 | 1319295 | $200 |       10  (11s)
  2080000 |      3.0 |      59875 |      59875 | 1321389 | $200 |       10  (11s)
  2085000 |      3.0 |      59875 |      59875 | 1323638 | $200 |       10  (11s)
  2090000 |      2.9 |      59875 |      59875 | 1325767 | $200 |       10  (11s)
  2095000 |      2.8 |      59875 |      59875 | 1327907 | $200 |       10  (11s)
  2100000 |      2.8 |      59875 |      59875 | 1330133 | $200 |       10  (11s)
  2105000 |      2.7 |      59875 |      59875 | 1332280 | $200 |       10  (11s)
  2110000 |      2.6 |      59875 |      59875 | 1334456 | $200 |       10  (11s)
  2115000 |      2.6 |      59875 |      59875 | 1336627 | $200 |       10  (11s)
  2120000 |      2.5 |      59875 |      59875 | 1338807 | $200 |       10  (11s)
  2125000 |      2.4 |      59875 |      59875 | 1340994 | $200 |       10  (11s)
  2130000 |      2.4 |      59875 |      59875 | 1343178 | $200 |       10  (11s)
  2135000 |      2.3 |      59875 |      59875 | 1345348 | $200 |       10  (11s)
  2140000 |      2.3 |      59875 |      59875 | 1347557 | $200 |       10  (11s)
  2145000 |      2.2 |      59875 |      59875 | 1349692 | $200 |       10  (11s)
  2150000 |      2.1 |      59875 |      59875 | 1351838 | $200 |       10  (11s)
  2155000 |      2.1 |      59875 |      59875 | 1353970 | $200 |       10  (11s)
  2160000 |      2.0 |      59875 |      59875 | 1356102 | $200 |       10  (11s)
  2165000 |      2.0 |      59875 |      59875 | 1358232 | $200 |       10  (11s)
  2170000 |      1.9 |      59875 |      59875 | 1360355 | $200 |       10  (11s)
  2175000 |      1.9 |      59875 |      59875 | 1362515 | $200 |       10  (11s)
  2180000 |      1.8 |      59875 |      59875 | 1364692 | $200 |       10  (11s)
  2185000 |      1.8 |      59875 |      59875 | 1366885 | $200 |       10  (11s)
  2190000 |      1.8 |      59875 |      59875 | 1369083 | $200 |       10  (11s)
  2195000 |      1.7 |      59875 |      59875 | 1371313 | $200 |       10  (11s)
  2200000 |      1.7 |      59875 |      59875 | 1373478 | $200 |       10  (11s)
  2205000 |      1.6 |      59875 |      59875 | 1375659 | $200 |       10  (11s)
  2210000 |      1.6 |      59875 |      59875 | 1377760 | $200 |       10  (11s)
  2215000 |      1.5 |      59875 |      59875 | 1379903 | $200 |       10  (11s)
  2220000 |      1.5 |      59875 |      59875 | 1382027 | $200 |       10  (11s)
  2225000 |      1.5 |      59875 |      59875 | 1384221 | $200 |       10  (11s)
  2230000 |      1.4 |      59875 |      59875 | 1386369 | $200 |       10  (11s)
  2235000 |      1.4 |      59875 |      59875 | 1388507 | $200 |       10  (12s)
  2240000 |      1.4 |      59875 |      59875 | 1390694 | $200 |       10  (12s)
  2245000 |      1.3 |      59875 |      59875 | 1392904 | $200 |       10  (12s)
  2250000 |      1.3 |      59875 |      59875 | 1395041 | $200 |       10  (12s)
  2255000 |      1.3 |      59875 |      59875 | 1397249 | $200 |       10  (12s)
  2260000 |      1.2 |      59875 |      59875 | 1399477 | $200 |       10  (12s)
  2265000 |      1.2 |      59875 |      59875 | 1401650 | $200 |       10  (12s)
  2270000 |      1.2 |      59875 |      59875 | 1403828 | $200 |       10  (12s)
  2275000 |      1.1 |      59875 |      59875 | 1405981 | $200 |       10  (12s)
  2280000 |      1.1 |      59875 |      59875 | 1408081 | $200 |       10  (12s)
  2285000 |      1.1 |      59875 |      59875 | 1410214 | $200 |       10  (12s)
  2290000 |      1.1 |      59875 |      59875 | 1412365 | $200 |       10  (12s)
  2295000 |      1.0 |      59875 |      59875 | 1414604 | $200 |       10  (12s)
  2300000 |      1.0 |      59875 |      59875 | 1416785 | $200 |       10  (12s)
  2305000 |      1.0 |      59875 |      59875 | 1418947 | $200 |       10  (12s)
  2310000 |      1.0 |      59875 |      59875 | 1421125 | $200 |       10  (12s)
  2315000 |      0.9 |      59875 |      59875 | 1423351 | $200 |       10  (12s)
  2320000 |      0.9 |      59875 |      59875 | 1425522 | $200 |       10  (12s)
  2325000 |      0.9 |      59875 |      59875 | 1427673 | $200 |       10  (12s)
  2330000 |      0.9 |      59875 |      59875 | 1429865 | $200 |       10  (12s)
  2335000 |      0.9 |      59875 |      59875 | 1432092 | $200 |       10  (12s)
  2340000 |      0.8 |      59875 |      59875 | 1434224 | $200 |       10  (12s)
  2345000 |      0.8 |      59875 |      59875 | 1436400 | $200 |       10  (12s)
  2350000 |      0.8 |      59875 |      59875 | 1438605 | $200 |       10  (12s)
  2355000 |      0.8 |      59875 |      59875 | 1440832 | $200 |       10  (12s)
  2360000 |      0.8 |      59875 |      59875 | 1443061 | $200 |       10  (12s)
  2365000 |      0.7 |      59875 |      59875 | 1445212 | $200 |       10  (12s)
  2370000 |      0.7 |      59875 |      59875 | 1447333 | $200 |       10  (12s)
  2375000 |      0.7 |      59875 |      59875 | 1449513 | $200 |       10  (12s)
  2380000 |      0.7 |      59875 |      59875 | 1451666 | $200 |       10  (12s)
  2385000 |      0.7 |      59875 |      59875 | 1453882 | $200 |       10  (12s)
  2390000 |      0.6 |      59875 |      59875 | 1456066 | $200 |       10  (12s)
  2395000 |      0.6 |      59875 |      59875 | 1458261 | $200 |       10  (12s)
  2400000 |      0.6 |      59875 |      59875 | 1460469 | $200 |       10  (12s)
  2405000 |      0.6 |      59875 |      59875 | 1462648 | $200 |       10  (12s)
  2410000 |      0.6 |      59875 |      59875 | 1464882 | $200 |       10  (12s)
  2415000 |      0.6 |      59875 |      59875 | 1467062 | $200 |       10  (12s)
  2420000 |      0.6 |      59875 |      59875 | 1469260 | $200 |       10  (12s)
  2425000 |      0.5 |      59875 |      59875 | 1471516 | $200 |       10  (12s)
  2430000 |      0.5 |      59875 |      59875 | 1473721 | $200 |       10  (13s)
  2435000 |      0.5 |      59875 |      59875 | 1475885 | $200 |       10  (13s)
  2440000 |      0.5 |      59875 |      59875 | 1478075 | $200 |       10  (13s)
  2445000 |      0.5 |      59875 |      59875 | 1480260 | $200 |       10  (13s)
  2450000 |      0.5 |      59875 |      59875 | 1482424 | $200 |       10  (13s)
  2455000 |      0.5 |      59875 |      59875 | 1484595 | $200 |       10  (13s)
  2460000 |      0.5 |      59875 |      59875 | 1486791 | $200 |       10  (13s)
  2465000 |      0.4 |      59875 |      59875 | 1488949 | $200 |       10  (13s)
  2470000 |      0.4 |      59875 |      59875 | 1491161 | $200 |       10  (13s)
  2475000 |      0.4 |      59875 |      59875 | 1493375 | $200 |       10  (13s)
  2480000 |      0.4 |      59875 |      59875 | 1495470 | $200 |       10  (13s)
  2485000 |      0.4 |      59875 |      59875 | 1497625 | $200 |       10  (13s)
  2490000 |      0.4 |      59875 |      59875 | 1499820 | $200 |       10  (13s)
  2495000 |      0.4 |      59875 |      59875 | 1501947 | $200 |       10  (13s)
  2500000 |      0.4 |      59875 |      59875 | 1504157 | $200 |       10  (13s)
  2505000 |      0.4 |      59875 |      59875 | 1506360 | $200 |       10  (13s)
  2510000 |      0.4 |      59875 |      59875 | 1508535 | $200 |       10  (13s)
  2515000 |      0.3 |      59875 |      59875 | 1510739 | $200 |       10  (13s)
  2520000 |      0.3 |      59875 |      59875 | 1512952 | $200 |       10  (13s)
  2525000 |      0.3 |      59875 |      59875 | 1515118 | $200 |       10  (13s)
  2530000 |      0.3 |      59875 |      59875 | 1517359 | $200 |       10  (13s)
  2535000 |      0.3 |      59875 |      59875 | 1519581 | $200 |       10  (13s)
  2540000 |      0.3 |      59875 |      59875 | 1521762 | $200 |       10  (13s)
  2545000 |      0.3 |      59875 |      59875 | 1523927 | $200 |       10  (13s)
  2550000 |      0.3 |      59875 |      59875 | 1526092 | $200 |       10  (13s)
  2555000 |      0.3 |      59875 |      59875 | 1528216 | $200 |       10  (13s)
  2560000 |      0.3 |      59875 |      59875 | 1530346 | $200 |       10  (13s)
  2565000 |      0.3 |      59875 |      59875 | 1532509 | $200 |       10  (13s)
  2570000 |      0.3 |      59875 |      59875 | 1534682 | $200 |       10  (13s)
  2575000 |      0.3 |      59875 |      59875 | 1536850 | $200 |       10  (13s)
  2580000 |      0.2 |      59875 |      59875 | 1539023 | $200 |       10  (13s)
  2585000 |      0.2 |      59875 |      59875 | 1541188 | $200 |       10  (13s)
  2590000 |      0.2 |      59875 |      59875 | 1543328 | $200 |       10  (13s)
  2595000 |      0.2 |      59875 |      59875 | 1545506 | $200 |       10  (13s)
  2600000 |      0.2 |      59875 |      59875 | 1547609 | $200 |       10  (13s)
  2605000 |      0.2 |      59875 |      59875 | 1549802 | $200 |       10  (13s)
  2610000 |      0.2 |      59875 |      59875 | 1551962 | $200 |       10  (13s)
  2615000 |      0.2 |      59875 |      59875 | 1554136 | $200 |       10  (13s)
  2620000 |      0.2 |      59875 |      59875 | 1556308 | $200 |       10  (14s)
  2625000 |      0.2 |      59875 |      59875 | 1558505 | $200 |       10  (14s)
  2630000 |      0.2 |      59875 |      59875 | 1560662 | $200 |       10  (14s)
  2635000 |      0.2 |      59875 |      59875 | 1562819 | $200 |       10  (14s)
  2640000 |      0.2 |      59875 |      59875 | 1565011 | $200 |       10  (14s)
  2645000 |      0.2 |      59875 |      59875 | 1567208 | $200 |       10  (14s)
  2650000 |      0.2 |      59875 |      59875 | 1569358 | $200 |       10  (14s)
  2655000 |      0.2 |      59875 |      59875 | 1571460 | $200 |       10  (14s)
  2660000 |      0.2 |      59875 |      59875 | 1573582 | $200 |       10  (14s)
  2665000 |      0.2 |      59875 |      59875 | 1575821 | $200 |       10  (14s)
  2670000 |      0.2 |      59875 |      59875 | 1577985 | $200 |       10  (14s)
  2675000 |      0.2 |      59875 |      59875 | 1580172 | $200 |       10  (14s)
  2680000 |      0.2 |      59875 |      59875 | 1582344 | $200 |       10  (14s)
  2685000 |      0.1 |      59875 |      59875 | 1584564 | $200 |       10  (14s)
  2690000 |      0.1 |      59875 |      59875 | 1586739 | $200 |       10  (14s)
  2695000 |      0.1 |      59875 |      59875 | 1588834 | $200 |       10  (14s)
  2700000 |      0.1 |      59875 |      59875 | 1591006 | $200 |       10  (14s)
  2705000 |      0.1 |      59875 |      59875 | 1593217 | $200 |       10  (14s)
  2710000 |      0.1 |      59875 |      59875 | 1595366 | $200 |       10  (14s)
  2715000 |      0.1 |      59875 |      59875 | 1597563 | $200 |       10  (14s)
  2720000 |      0.1 |      59875 |      59875 | 1599728 | $200 |       10  (14s)
  2725000 |      0.1 |      59875 |      59875 | 1601912 | $200 |       10  (14s)
  2730000 |      0.1 |      59875 |      59875 | 1604092 | $200 |       10  (14s)
  2735000 |      0.1 |      59875 |      59875 | 1606306 | $200 |       10  (14s)
  2740000 |      0.1 |      59875 |      59875 | 1608450 | $200 |       10  (14s)
  2745000 |      0.1 |      59875 |      59875 | 1610551 | $200 |       10  (14s)
  2750000 |      0.1 |      59875 |      59875 | 1612751 | $200 |       10  (14s)
  2755000 |      0.1 |      59875 |      59875 | 1614938 | $200 |       10  (14s)
  2760000 |      0.1 |      59875 |      59875 | 1617143 | $200 |       10  (14s)
  2765000 |      0.1 |      59875 |      59875 | 1619320 | $200 |       10  (14s)
  2770000 |      0.1 |      59875 |      59875 | 1621542 | $200 |       10  (14s)
  2775000 |      0.1 |      59875 |      59875 | 1623667 | $200 |       10  (14s)
  2780000 |      0.1 |      59875 |      59875 | 1625828 | $200 |       10  (14s)
  2785000 |      0.1 |      59875 |      59875 | 1628028 | $200 |       10  (14s)
  2790000 |      0.1 |      59875 |      59875 | 1630168 | $200 |       10  (14s)
  2795000 |      0.1 |      59875 |      59875 | 1632367 | $200 |       10  (14s)
  2800000 |      0.1 |      59875 |      59875 | 1634552 | $200 |       10  (14s)
  2805000 |      0.1 |      59875 |      59875 | 1636743 | $200 |       10  (14s)
  2810000 |      0.1 |      59875 |      59875 | 1638910 | $200 |       10  (15s)
  2815000 |      0.1 |      59875 |      59875 | 1641129 | $200 |       10  (15s)
  2820000 |      0.1 |      59875 |      59875 | 1643272 | $200 |       10  (15s)
  2825000 |      0.1 |      59875 |      59875 | 1645465 | $200 |       10  (15s)
  2830000 |      0.1 |      59875 |      59875 | 1647681 | $200 |       10  (15s)
  2835000 |      0.1 |      59875 |      59875 | 1649787 | $200 |       10  (15s)
  2840000 |      0.1 |      59875 |      59875 | 1651917 | $200 |       10  (15s)
  2845000 |      0.1 |      59875 |      59875 | 1654089 | $200 |       10  (15s)
  2850000 |      0.1 |      59875 |      59875 | 1656282 | $200 |       10  (15s)
  2855000 |      0.1 |      59875 |      59875 | 1658506 | $200 |       10  (15s)
  2860000 |      0.1 |      59875 |      59875 | 1660691 | $200 |       10  (15s)
  2865000 |      0.1 |      59875 |      59875 | 1662860 | $200 |       10  (15s)
  2870000 |      0.1 |      59875 |      59875 | 1664993 | $200 |       10  (15s)
  2875000 |      0.1 |      59875 |      59875 | 1667229 | $200 |       10  (15s)
  2880000 |      0.1 |      59875 |      59875 | 1669430 | $200 |       10  (15s)
  2885000 |      0.1 |      59875 |      59875 | 1671544 | $200 |       10  (15s)
  2890000 |      0.1 |      59875 |      59875 | 1673769 | $200 |       10  (15s)
  2895000 |      0.1 |      59875 |      59875 | 1675909 | $200 |       10  (15s)
  2900000 |      0.1 |      59875 |      59875 | 1678042 | $200 |       10  (15s)
  2905000 |      0.0 |      59875 |      59875 | 1680219 | $200 |       10  (15s)
